Time,Ave_Temp,Volt,Temp1,Temp2,Temp3,Room_Temp
0.0,47.283181508382164,34.1,47.216712951660156,48.710453033447266,45.92237854003906,24.02573013305664
0.5,47.30855941772461,33.91,47.24209213256836,48.75758361816406,45.926002502441406,24.01101303100586
1.0,47.33998235066732,33.65,47.26747131347656,48.81196975708008,45.94050598144531,23.999975204467773
1.5,47.34723409016927,33.7,47.274723052978516,48.83372497558594,45.93325424194336,24.01101303100586
2.0,47.342549641927086,33.89,47.23136520385742,48.8592529296875,45.93703079223633,24.018524169921875
2.5,47.342549641927086,34.02,47.23499298095703,48.8592529296875,45.93340301513672,24.055316925048828
3.0,47.33408991495768,34.26,47.216861724853516,48.873756408691406,45.911651611328125,24.073715209960938
3.5,47.32200622558594,34.54,47.202362060546875,48.85200500488281,45.911651611328125,24.058996200561523
4.0,47.29904301961263,34.97,47.158851623535156,48.8338737487793,45.90440368652344,24.081073760986328
4.5,47.26399612426758,35.54,47.086341857910156,48.819374084472656,45.88627243041992,24.11786651611328
5.0,47.247076670328774,35.89,47.02470779418945,48.83024978637695,45.88627243041992,24.154659271240234
5.5,47.23637008666992,36.16,46.995872497558594,48.8267936706543,45.886444091796875,24.151151657104492
6.0,47.22066116333008,36.5,46.96686935424805,48.81591796875,45.87919616699219,24.125396728515625
6.5,47.21461741129557,36.71,46.959617614746094,48.81591796875,45.868316650390625,24.17690658569336
7.0,47.20857493082682,36.93,46.959617614746094,48.79779052734375,45.868316650390625,24.195301055908203
7.5,47.21110153198242,37.04,46.952476501464844,48.812400817871094,45.86842727661133,24.23956871032715
8.0,47.23527272542318,36.87,46.988731384277344,48.841407775878906,45.87567901611328,24.280040740966797
8.5,47.24977493286133,36.83,47.0104866027832,48.86678695678711,45.87205123901367,24.30947494506836
9.0,47.26306915283203,36.8,47.05036926269531,48.88491439819336,45.85392379760742,24.32419204711914
9.5,47.28361384073893,36.68,47.0829963684082,48.917545318603516,45.85029983520508,24.346267700195312
10.0,47.2885996500651,36.75,47.10852813720703,48.91044616699219,45.846824645996094,24.350099563598633
10.5,47.283765157063804,36.95,47.115779876708984,48.89231872558594,45.843196868896484,24.38321304321289
11.0,47.2789306640625,37.14,47.10852813720703,48.87418746948242,45.85407638549805,24.3758544921875
11.5,47.26684443155924,37.43,47.10127639770508,48.86693572998047,45.83232116699219,24.36113739013672
12.0,47.259595235188804,37.66,47.097652435302734,48.85243606567383,45.828697204589844,24.357458114624023
12.5,47.24871699015299,37.93,47.09040069580078,48.83793258666992,45.81781768798828,24.346420288085938
13.0,47.24886830647787,38.07,47.10505294799805,48.82358169555664,45.817970275878906,24.339214324951172
13.5,47.237990061442055,38.34,47.10142517089844,48.80545425415039,45.807090759277344,24.30242156982422
14.0,47.229531606038414,38.59,47.108680725097656,48.78369903564453,45.79621505737305,24.2913818359375
14.5,47.20656967163086,39.01,47.10505294799805,48.718441009521484,45.79621505737305,24.287702560424805
15.0,47.18844223022461,39.38,47.08330154418945,48.68943405151367,45.7925910949707,24.2913818359375
15.5,47.170162200927734,39.75,47.05051803588867,48.674781799316406,45.785186767578125,24.26547622680664
16.0,47.1582285563151,40.04,47.03616714477539,48.65680694580078,45.78171157836914,24.28402328491211
16.5,47.16789627075195,40.06,47.05429458618164,48.64592742919922,45.803466796875,24.27666473388672
17.0,47.16668701171875,40.22,47.039791107177734,48.66405487060547,45.79621505737305,24.265626907348633
17.5,47.14990234375,40.57,47.01454544067383,48.646060943603516,45.789100646972656,24.240007400512695
18.0,47.14748509724935,40.74,47.00366973876953,48.65331268310547,45.78547286987305,24.262083053588867
18.5,47.1414426167806,40.96,46.98191833496094,48.646060943603516,45.796348571777344,24.269441604614258
