Time,Ave_Temp,Volt,Integral,Channel2,Channel3,Channel4
62.0,45.944735527038574,73,360.70739936828613,46.17405319213867,46.4640998840332,45.98552322387695,45.15526580810547
62.5,45.95198631286621,73,362.731406211853,46.13054656982422,46.49673080444336,45.978271484375,45.202396392822266
63.0,45.98189830780029,60.5,364.7404570579529,46.17768096923828,46.55474090576172,45.98552322387695,45.20964813232422
63.5,46.02827548980713,48.1,366.7263193130493,46.23583984375,46.57664489746094,46.02918243408203,45.27143478393555
64.0,46.033562660217285,73,368.7095379829407,46.23206329345703,46.57286834716797,46.03990936279297,45.28940963745117
64.5,46.02721881866455,73,370.6959285736084,46.163177490234375,46.58012008666992,46.068912506103516,45.29666519165039
65.0,46.044440269470215,69.52,372.6737084388733,46.22843933105469,46.64175796508789,46.047157287597656,45.260406494140625
65.5,46.09686088562012,43.43,374.62527799606323,46.30805206298828,46.68511199951172,46.07963943481445,45.314640045166016
66.0,46.118764877319336,65.46,376.56589555740356,46.369834899902344,46.71426773071289,46.07979202270508,45.31116485595703
66.5,46.13689136505127,68.11,378.49744987487793,46.4640998840332,46.76139831542969,46.029029846191406,45.29303741455078
67.0,46.20577907562256,30.5,380.39456033706665,46.54023742675781,46.84478759765625,46.07979202270508,45.358299255371094
67.5,46.24279022216797,53.31,382.27316522598267,46.619850158691406,46.87364196777344,46.0977668762207,45.37990188598633
68.0,46.273756980895996,57.44,384.13628673553467,46.754146575927734,46.9245491027832,46.090667724609375,45.32566452026367
68.5,46.30185604095459,59.29,385.9853587150574,46.841163635253906,46.97893524169922,46.087039947509766,45.30028533935547
69.0,46.30910778045654,73,387.8308048248291,46.895545959472656,47.02244186401367,46.06528854370117,45.25315475463867
69.5,46.329047203063965,65.15,389.6662812232971,46.986183166503906,47.05507278442383,46.03265380859375,45.242279052734375
70.0,46.38600158691406,37.67,391.4732804298401,47.09117889404297,47.12743377685547,46.06513595581055,45.260257720947266
70.5,46.408660888671875,62.42,393.26894998550415,47.16368865966797,47.17094039916992,46.039756774902344,45.260257720947266
71.0,46.43328380584717,60.81,395.05230808258057,47.23272705078125,47.22184753417969,46.04353332519531,45.23502731323242
71.5,46.41228675842285,73,396.84616470336914,47.19269561767578,47.083927154541016,46.08688735961914,45.28563690185547
72.0,46.37874984741211,73,398.6567897796631,47.12380599975586,47.04042053222656,46.07963943481445,45.27113342285156
72.5,46.394158363342285,68.45,400.45971059799194,47.0549201965332,47.10930633544922,46.105018615722656,45.30738830566406
73.0,46.44672966003418,40.92,402.23634576797485,47.08755111694336,47.138309478759766,46.181156158447266,45.37990188598633
73.5,46.51214122772217,30.87,403.98027515411377,47.11670684814453,47.214599609375,46.24656677246094,45.4706916809082
74.0,46.53933238983154,58.4,405.710608959198,47.1783447265625,47.200096130371094,46.293697357177734,45.485191345214844
74.5,46.4940128326416,73,407.4636025428772,47.07682800292969,47.102203369140625,46.293697357177734,45.50332260131836
75.0,46.52845573425293,53.55,409.19937467575073,47.09132766723633,47.17108917236328,46.31182861328125,45.53957748413086
75.5,46.5455265045166,66.08,410.92661142349243,47.062171936035156,47.20357131958008,46.329803466796875,45.5865592956543
76.0,46.56289768218994,65.77,412.64516258239746,47.02244186401367,47.196468353271484,46.4024658203125,45.63021469116211
76.5,46.59084701538086,57.86,414.34973907470703,47.044044494628906,47.22895050048828,46.424072265625,45.66632080078125
77.0,46.610939025878906,63.43,416.0442695617676,47.00794219970703,47.272605895996094,46.44597625732422,45.71723175048828
77.5,46.62725257873535,66.1,417.7306432723999,47.10945510864258,47.30523681640625,46.398841857910156,45.69547653198242
78.0,46.67695426940918,41.33,419.3921661376953,47.232574462890625,47.3812255859375,46.39868927001953,45.69532775878906
78.5,46.664265632629395,73,421.0600333213806,47.268829345703125,47.377601623535156,46.369686126708984,45.64094543457031
79.0,46.673479080200195,71.04,422.7232937812805,47.34149169921875,47.44663619995117,46.31182861328125,45.59395980834961
79.5,46.712453842163086,49.05,424.367066860199,47.45751190185547,47.486515045166016,46.31182861328125,45.59395980834961
80.0,46.7487096786499,50.67,425.992712020874,47.522769927978516,47.53727340698242,46.3299560546875,45.60483932495117
80.5,46.768500328063965,62.5,427.60846185684204,47.562503814697266,47.55887985229492,46.347930908203125,45.60468673706055
81.0,46.82922840118408,32.1,429.19384765625,47.678524017333984,47.635013580322266,46.366058349609375,45.6373176574707
81.5,46.84025573730469,68.16,430.77371978759766,47.6859245300293,47.62791442871094,46.380714416503906,45.66646957397461
82.0,46.87016773223877,54.18,432.33863592147827,47.725807189941406,47.67142105102539,46.39521789550781,45.68822479248047
82.5,46.85566520690918,73,433.9108033180237,47.68229675292969,47.60978698730469,46.420597076416016,45.70998001098633
83.0,46.86095333099365,72.43,435.48032665252686,47.65314483642578,47.64226531982422,46.43132019042969,45.71708297729492
83.5,46.87636089324951,65.01,437.0421462059021,47.64951705932617,47.69664764404297,46.4349479675293,45.72433090209961
84.0,46.8756046295166,73,438.6043438911438,47.6496696472168,47.71855163574219,46.4278450012207,45.70635223388672
84.5,46.8520393371582,73,440.1783242225647,47.67142105102539,47.7113037109375,46.387962341308594,45.63747024536133
85.0,46.86457824707031,67.62,441.74603509902954,47.66402053833008,47.70752716064453,46.405941009521484,45.680824279785156
85.5,46.895545959472656,53.96,443.2982621192932,47.70405197143555,47.7729377746582,46.398841857910156,45.70635223388672
86.0,46.93346405029297,48.54,444.83153009414673,47.73653030395508,47.81991958618164,46.43857192993164,45.738834381103516
86.5,46.955368995666504,59.99,446.3538455963135,47.798316955566406,47.79106903076172,46.4640998840332,45.76799011230469
87.0,46.98603534698486,53.35,447.86082792282104,47.787288665771484,47.79454040527344,46.51470947265625,45.84760284423828
87.5,46.9941930770874,69.7,449.36373138427734,47.74015808105469,47.74015808105469,46.59809494018555,45.89836120605469
88.0,46.99872398376465,72.4,450.864369392395,47.73653030395508,47.787288665771484,46.59447479248047,45.87660217285156
88.5,47.03860569000244,46.32,452.3450665473938,47.77641296386719,47.85617446899414,46.61622619628906,45.905609130859375
89.0,47.0485782623291,68.02,453.82077741622925,47.82354736328125,47.892433166503906,46.61622619628906,45.86210632324219
89.5,47.063079833984375,64.66,455.28923749923706,47.85980224609375,47.92143630981445,46.583595275878906,45.88748550415039
90.0,47.089365005493164,55.88,456.7445549964905,47.93956756591797,47.93593978881836,46.601722717285156,45.88022994995117
90.5,47.06929397583008,73,458.20990800857544,47.95030975341797,47.93218231201172,46.57984161376953,45.814842224121094
91.0,47.0594539642334,73,459.68018102645874,47.93956756591797,47.95406723022461,46.55096435546875,45.793216705322266
91.5,47.05129623413086,73,461.1545329093933,47.96131896972656,47.97944641113281,46.51470947265625,45.74971008300781
92.0,47.058547019958496,70.57,462.62525939941406,47.92506408691406,47.94319152832031,46.56184005737305,45.80409240722656
92.5,47.054015159606934,73,464.0982518196106,47.8779296875,47.986698150634766,46.554588317871094,45.796844482421875
93.0,47.08030033111572,56.7,465.55810165405273,47.92143630981445,48.01207733154297,46.57634353637695,45.811344146728516
93.5,47.107361793518066,55.9,467.0044207572937,47.946685791015625,48.03369903564453,46.597965240478516,45.851097106933594
94.0,47.09389686584473,73,468.45747232437134,47.92506408691406,48.022953033447266,46.601722717285156,45.82584762573242
94.5,47.083794593811035,73,469.9155750274658,47.86329650878906,47.92130661010742,46.64872360229492,45.901851654052734
95.0,47.07486152648926,73,471.3781442642212,47.76190948486328,47.983070373535156,46.63435363769531,45.92011260986328
95.5,47.11111831665039,49.64,472.822585105896,47.74015808105469,48.01570129394531,46.695987701416016,45.99262619018555
96.0,47.11655616760254,72.05,474.2643070220947,47.79454040527344,48.00844955444336,46.68511199951172,45.97812271118164
96.5,47.12290096282959,71.43,475.70285654067993,47.70752716064453,47.97944641113281,46.753997802734375,46.05063247680664
97.0,47.141029357910156,62.75,477.13234186172485,47.69664764404297,47.99757385253906,46.78662872314453,46.08326721191406
97.5,47.16278266906738,59.94,478.55095052719116,47.68214797973633,47.99032211303711,46.83738708496094,46.141273498535156
98.0,47.1573429107666,73,479.97227907180786,47.62776184082031,47.964942932128906,46.866390228271484,46.1702766418457
98.5,47.15268039703369,73,481.395938873291,47.60950469970703,47.95030975341797,46.880760192871094,46.17014694213867
99.0,47.17534160614014,59.46,482.80826807022095,47.584129333496094,47.95756149291992,46.9315185546875,46.22815704345703
99.5,47.158249855041504,73,484.2291431427002,47.522621154785156,47.964942932128906,46.924400329589844,46.22103500366211
100.0,47.175472259521484,63.63,485.64140701293945,47.580631256103516,48.00844955444336,46.90989685058594,46.202911376953125
100.5,47.18906784057617,66.2,487.04687309265137,47.62776184082031,48.03382873535156,46.87726974487305,46.217411041259766
101.0,47.2126350402832,58.76,488.44055557250977,47.67127227783203,48.07008743286133,46.89902114868164,46.21015930175781
101.5,47.17094135284424,73,489.85508489608765,47.562503814697266,47.910560607910156,46.95703125,46.25366973876953
102.0,47.20719528198242,49.84,491.25148725509644,47.5262451171875,47.99757385253906,47.007789611816406,46.29717254638672
102.5,47.1689977645874,73,492.66698837280273,47.57324981689453,48.040950775146484,46.90251922607422,46.159271240234375
103.0,47.24254512786865,22.53,494.0457158088684,47.67127227783203,48.117218017578125,46.94977951049805,46.231910705566406
103.5,47.236976623535156,73,495.42722749710083,47.71464920043945,48.135215759277344,46.9315185546875,46.16652297973633
104.0,47.288641929626465,38.02,496.7829065322876,47.80891418457031,48.189598083496094,46.949649810791016,46.20640563964844
104.5,47.30223751068115,65.59,498.131787776947,47.794410705566406,48.131591796875,47.01128387451172,46.271663665771484
105.0,47.346649169921875,42.74,499.4584631919861,47.83428955078125,48.1932258605957,47.040287017822266,46.31879425048828
105.5,47.39922332763672,36.22,500.7588515281677,47.90317916870117,48.26573944091797,47.07654571533203,46.3514289855957
106.0,47.39197063446045,73,502.0628662109375,47.888675689697266,48.254859924316406,47.06929397583008,46.35505294799805
106.5,47.40284729003906,66.65,503.36144256591797,47.84516906738281,48.22222900390625,47.120052337646484,46.4239387512207
107.0,47.44091510772705,46.51,504.64098501205444,47.83428955078125,48.254859924316406,47.18168640136719,46.49282455444336
107.5,47.48804759979248,39.41,505.8969612121582,47.91405487060547,48.28749084472656,47.210689544677734,46.539955139160156
108.0,47.51627731323242,52.86,507.138822555542,47.93231201171875,48.2767448425293,47.254329681396484,46.601722717285156
108.5,47.54062080383301,55.46,508.3685121536255,47.87779998779297,48.26936340332031,47.32308578491211,46.69223403930664
109.0,47.53427505493164,73,509.60137462615967,47.90317916870117,48.28023910522461,47.297706604003906,46.655975341796875
109.5,47.53971290588379,69.39,510.8315181732178,47.93943405151367,48.309242248535156,47.2469482421875,46.66322708129883
110.0,47.537899017333984,73,512.0625686645508,47.91767883300781,48.33462142944336,47.23969650268555,46.65959930419922
110.5,47.53427505493164,73,513.295431137085,47.95756149291992,48.26936340332031,47.23969650268555,46.67047882080078
111.0,47.562374114990234,52.94,514.5142440795898,47.946685791015625,48.26573944091797,47.3085823059082,46.72848892211914
111.5,47.58412742614746,57.35,515.7221803665161,47.93581008911133,48.2294807434082,47.373844146728516,46.7973747253418
112.0,47.611318588256836,53.14,516.9165210723877,47.96118927001953,48.23310852050781,47.39559555053711,46.85538101196289
112.5,47.55330848693848,73,518.1398668289185,47.81978988647461,48.02644729614258,47.45722961425781,46.909767150878906
113.0,47.61041259765625,31.63,519.3346605300903,47.80891418457031,48.153343200683594,47.51886749267578,46.96052551269531
113.5,47.65120029449463,43.03,520.509060382843,47.870548248291016,48.236732482910156,47.51886749267578,46.97865295410156
114.0,47.67657947540283,53.98,521.6707706451416,47.97206497192383,48.254859924316406,47.51886749267578,46.96052551269531
114.5,47.69289493560791,60.43,522.8243231773376,48.080833435058594,48.32012176513672,47.486236572265625,46.8843879699707
115.0,47.69561290740967,70.36,523.9765167236328,48.200477600097656,48.309242248535156,47.464481353759766,46.808250427246094
115.5,47.71901226043701,55.13,525.1170105934143,48.23656463623047,48.38883972167969,47.47156524658203,46.77907943725586
116.0,47.70722770690918,73,526.2633967399597,48.211185455322266,48.30907440185547,47.515071868896484,46.7935791015625
116.5,47.75181007385254,39.5,527.3874917030334,48.24398422241211,48.42163848876953,47.55149459838867,46.790122985839844
117.0,47.74167060852051,73,528.5166563987732,48.21843719482422,48.37433624267578,47.58032989501953,46.7935791015625
117.5,47.77883338928223,44.71,529.6272397041321,48.25106430053711,48.475852966308594,47.59846115112305,46.789955139160156
118.0,47.83157253265381,32.79,530.7114534378052,48.36000061035156,48.52677917480469,47.60588073730469,46.8336296081543
118.5,47.85315799713135,55.21,531.7848744392395,48.37071228027344,48.548362731933594,47.627464294433594,46.866092681884766
119.0,47.883975982666016,48.19,532.8428864479065,48.403343200683594,48.59187316894531,47.6528434753418,46.88784408569336
119.5,47.881425857543945,72.53,533.9021735191345,48.486900329589844,48.58478927612305,47.59137725830078,46.86263656616211
120.0,47.83321762084961,73,534.9855647087097,48.40696716308594,48.60274887084961,47.54770278930664,46.77545166015625
120.5,47.875816345214844,40.0,536.0476565361023,48.48310089111328,48.65350341796875,47.554954528808594,46.81170654296875
121.0,47.8848819732666,64.31,537.105215549469,48.42146682739258,48.62450408935547,47.605712890625,46.88784408569336
121.5,47.917513847351074,46.85,538.1464586257935,48.4541015625,48.671634674072266,47.638343811035156,46.905975341796875
122.0,47.91297912597656,73,539.1899690628052,48.36345672607422,48.613624572753906,47.7036018371582,46.97123336791992
122.5,47.88850688934326,73,540.2457156181335,48.35620880126953,48.65713119506836,47.63108825683594,46.90959930419922
123.0,47.913886070251465,52.41,541.2887725830078,48.377960205078125,48.65350341796875,47.67097473144531,46.95310592651367
123.5,47.92657661437988,61.54,542.3254842758179,48.31995391845703,48.693389892578125,47.69997787475586,46.992984771728516
124.0,47.954673767089844,50.07,543.348147392273,48.36345672607422,48.74052047729492,47.6890983581543,47.02561950683594
124.5,47.94289207458496,73,544.3767013549805,48.31995391845703,48.66438293457031,47.72535705566406,47.06187438964844
