Time,Ave_Temp,Channel 2,Channel 3,Channel 4,Channel 5,Volt,Integral_Value
0.0,42.94809045791626,40.488006591796875,42.41682052612305,41.506797790527344,22.219581604003906,73,3.525954771041871
0.5,42.89673328399658,40.422916412353516,42.43511962890625,41.51059341430664,22.2123966217041,73,7.07758812904358
1.0,42.845290946960446,40.43027877807617,42.413475036621094,41.528831481933594,22.223548889160156,73,10.654942655563357
1.5,42.79375801086426,40.455657958984375,42.431602478027344,41.507080078125,22.223548889160156,73,14.258063650131227
2.0,42.743320274353025,40.44855499267578,42.45713424682617,41.52535629272461,22.227378845214844,73,17.886403512954715
2.5,42.69406824111938,40.47771453857422,42.47178268432617,41.558135986328125,22.2275333404541,73,21.539369392395024
3.0,42.64482297897339,40.49959945678711,42.41753387451172,41.61265563964844,22.227664947509766,73,25.21695790290833
3.5,42.593592166900635,40.4997673034668,42.34156799316406,41.60919952392578,22.220478057861328,73,28.920161819458013
4.0,42.5431004524231,40.5036735534668,42.35634994506836,41.62398147583008,22.23180389404297,73,32.648611593246464
4.5,42.49369640350342,40.5181770324707,42.3345947265625,41.68924331665039,22.23916244506836,73,36.401763391494754
5.0,42.443573760986325,40.48930358886719,42.35647964477539,41.638614654541016,22.246654510498047,73,40.17997651100159
5.5,42.39373044967651,40.482200622558594,42.3638801574707,41.64238739013672,22.257844924926758,73,43.983111286163336
6.0,42.34389476776123,40.48235321044922,42.38578414916992,41.62078857421875,22.25799560546875,73,47.81116390228272
6.5,42.29478988647461,40.46071243286133,42.38589859008789,41.649906158447266,22.25811195373535,73,51.66376895904541
7.0,42.24632797241211,40.468135833740234,42.39694595336914,41.66457748413086,22.261962890625,73,55.54060497283936
7.5,42.197873497009276,40.461029052734375,42.44060134887695,41.621219635009766,22.27315330505371,73,59.44166822433472
8.0,42.14788465499878,40.468414306640625,42.440731048583984,41.559715270996094,22.265928268432617,73,63.36772589683533
8.5,42.099081707000735,40.454063415527344,42.473514556884766,41.57436752319336,22.262401580810547,73,67.31818504333496
9.0,42.05027875900269,40.472190856933594,42.451759338378906,41.59612274169922,22.25872230529785,73,71.29304566383362
9.5,42.001300144195554,40.49043273925781,42.488128662109375,41.55272674560547,22.255157470703125,73,75.29239559173584
10.0,42.00387716293335,40.508731842041016,42.44116973876953,41.58552932739258,22.255329132080078,73,79.29045701026917
10.5,42.00572805404663,40.472625732421875,42.43769454956055,41.582054138183594,22.244443893432617,73,83.28759298324584
11.0,42.01056461334228,40.472625732421875,42.48845291137695,41.647315979003906,22.255481719970703,73,87.2823106765747
11.5,42.017137145996095,40.50190734863281,42.49235534667969,41.709228515625,22.255767822265625,73,91.27374210357665
12.0,42.023799419403076,40.52379608154297,42.492488861083984,41.756492614746094,22.252220153808594,73,95.26184239387511
12.5,42.03136911392212,40.56747055053711,42.496280670166016,41.83642578125,22.267108917236328,73,99.24615783691405
13.0,42.03902940750122,40.57485580444336,42.46378707885742,41.8728141784668,22.256206512451172,73,103.22664313316344
13.5,42.04895458221436,40.549625396728516,42.51106643676758,41.836708068847656,22.248998641967773,73,107.20216584205626
14.0,42.06014242172241,40.58966064453125,42.536598205566406,41.8912467956543,22.256511688232422,73,111.17209463119505
14.5,42.069970703125,40.62228775024414,42.53297424316406,41.883995056152344,22.256511688232422,73,115.13710927963255
15.0,42.08215456008911,40.66228103637695,42.58021545410156,41.9022331237793,22.252946853637695,73,119.096031999588
15.5,42.09406747817993,40.67332458496094,42.613014221191406,41.86977005004883,22.24943733215332,73,123.04899826049804
16.0,42.10598030090332,40.70973205566406,42.62404251098633,41.85904312133789,22.24591064453125,73,126.99600811004638
16.5,42.11689796447754,40.738887786865234,42.6278190612793,41.84469223022461,22.253421783447266,73,130.93755912780762
17.0,42.1288948059082,40.75339126586914,42.667701721191406,41.873695373535156,22.26814079284668,73,134.87311172485352
17.5,42.142166423797605,40.768157958984375,42.649837493896484,41.942848205566406,22.253690719604492,73,138.8020285129547
18.0,42.15923833847046,40.77903366088867,42.67158889770508,42.01173400878906,22.264728546142578,73,142.72240934371948
18.5,42.17785196304321,40.811832427978516,42.69713592529297,42.09529113769531,22.26490020751953,73,146.63348336219786
19.0,42.19774103164673,40.804710388183594,42.74440002441406,42.09904479980469,22.276071548461914,73,150.5346128463745
19.5,42.217722702026364,40.833866119384766,42.68654251098633,42.15357971191406,22.272544860839844,73,154.4257514953613
20.0,42.240505599975585,40.87737274169922,42.737300872802734,42.200714111328125,22.265186309814453,73,158.30549869537353
20.5,42.26501626968384,40.91389465332031,42.78832244873047,42.21185302734375,22.24705696105957,73,162.17299056053162
21.0,42.287903881073,40.93581771850586,42.810245513916016,42.24102783203125,22.25090789794922,73,166.0290386199951
21.5,42.30833044052124,40.93944549560547,42.83562469482422,42.183021545410156,22.25090789794922,73,169.8748733997345
22.0,42.32966413497925,40.92146301269531,42.882904052734375,42.219425201416016,22.24370002746582,73,173.71004133224488
22.5,42.35,40.90348815917969,42.93019104003906,42.21595001220703,22.24017333984375,73,177.53504133224487
23.0,42.37106075286865,40.92174530029297,42.9556999206543,42.223331451416016,22.229270935058594,73,181.34951095581056
23.5,42.3923020362854,40.95088195800781,42.973960876464844,42.22346496582031,22.23676300048828,73,185.15335993766786
24.0,42.4125470161438,40.990936279296875,42.98863220214844,42.2490119934082,22.229576110839844,73,188.94708642959597
24.5,42.43588037490845,41.01644515991211,43.025020599365234,42.32528305053711,22.233386993408203,73,192.72914624214175
25.0,42.458399868011476,41.03834533691406,43.05417251586914,42.32905578613281,22.229862213134766,73,196.499946308136
