Time,Temp1,Volt,Temp2,Temp3,Room_Temp
0.0,48.82776641845703,23.53,47.39566421508789,44.16526412963867,22.088056564331055
0.5,48.809471130371094,23.99,47.3701171875,44.168724060058594,22.076845169067383
1.0,48.79513931274414,24.36,47.32677459716797,44.154388427734375,22.07701873779297
1.5,48.79513931274414,24.46,47.344905853271484,44.16526412963867,22.08437728881836
2.0,48.777008056640625,24.91,47.33403015136719,44.14713668823242,22.088056564331055
2.5,48.784263610839844,24.86,47.33403015136719,44.14713668823242,22.095415115356445
3.0,48.79513931274414,24.73,47.34852981567383,44.136260986328125,22.09909439086914
3.5,48.79151153564453,24.89,47.33765411376953,44.136260986328125,22.113811492919922
4.0,48.79513931274414,24.91,47.305023193359375,44.13263702392578,22.117490768432617
4.5,48.76613235473633,25.58,47.27239227294922,44.12900924682617,22.121170043945312
5.0,48.75163269042969,25.97,47.25063705444336,44.12538146972656,22.124849319458008
5.5,48.72987747192383,26.5,47.207130432128906,44.118133544921875,22.124849319458008
6.0,48.71537780761719,26.88,47.18537902832031,44.10363006591797,22.135887145996094
6.5,48.70087432861328,27.27,47.16725158691406,44.081878662109375,22.1322078704834
7.0,48.69362258911133,27.51,47.14187240600586,44.06374740600586,22.1322078704834
7.5,48.70463180541992,27.39,47.11300277709961,44.045753479003906,22.132343292236328
8.0,48.708126068115234,27.42,47.10198974609375,44.020240783691406,22.135887145996094
8.5,48.708126068115234,27.51,47.1092414855957,44.041996002197266,22.1322078704834
9.0,48.686370849609375,28.05,47.09111404418945,44.023868560791016,22.124849319458008
9.5,48.67200469970703,28.43,47.0731201171875,44.013126373291016,22.12130355834961
10.0,48.64286422729492,29.12,47.08023452758789,44.01661682128906,22.10645294189453
10.5,48.59223937988281,30.24,47.076744079589844,44.0203742980957,22.08819007873535
11.0,48.55947494506836,31.0,47.098365783691406,44.01661682128906,22.095415115356445
11.5,48.487098693847656,32.56,47.10212707519531,44.0058708190918,22.091869354248047
12.0,48.46171569824219,33.18,47.11300277709961,44.009498596191406,22.084510803222656
12.5,48.4544677734375,33.45,47.12750244140625,43.98774719238281,22.084510803222656
13.0,48.4544677734375,33.56,47.109375,43.9949951171875,22.07347297668457
13.5,48.432716369628906,34.11,47.076744079589844,43.98774719238281,22.06611442565918
14.0,48.4073371887207,34.74,47.087623596191406,43.991371154785156,22.058753967285156
14.5,48.367454528808594,35.66,47.06949234008789,43.9696159362793,22.0513973236084
15.0,48.34556579589844,36.22,47.051231384277344,43.95135498046875,22.058622360229492
15.5,48.34207534790039,36.42,47.051368713378906,43.926109313964844,22.062435150146484
16.0,48.35295104980469,36.32,47.06224060058594,43.8971061706543,22.055076599121094
16.5,48.37107849121094,36.08,47.04411315917969,43.90073013305664,22.047718048095703
17.0,48.3819580078125,35.99,46.99335479736328,43.904354095458984,22.044038772583008
17.5,48.40008544921875,35.74,46.964351654052734,43.9116096496582,22.033000946044922
18.0,48.4073371887207,35.72,46.94984817504883,43.926109313964844,22.01828384399414
18.5,48.3928337097168,36.13,46.90996551513672,43.91885757446289,22.01828384399414
19.0,48.40008544921875,36.1,46.88096618652344,43.92973327636719,22.033000946044922
19.5,48.3819580078125,36.59,46.870086669921875,43.91885757446289,22.040359497070312
20.0,48.36020278930664,37.15,46.87371063232422,43.89347839355469,22.044038772583008
20.5,48.363826751708984,37.2,46.90271759033203,43.904354095458984,22.040359497070312
21.0,48.37107849121094,37.17,46.928096771240234,43.88623046875,22.047718048095703
21.5,48.367454528808594,37.37,46.931724548339844,43.868099212646484,22.055076599121094
22.0,48.3712272644043,37.41,46.95724868774414,43.8646240234375,22.05522918701172
22.5,48.41458511352539,36.67,46.97885513305664,43.84634780883789,22.047718048095703
23.0,48.439964294433594,36.28,46.99335479736328,43.83909606933594,22.058753967285156
23.5,48.472747802734375,35.73,47.0152587890625,43.828369140625,22.044191360473633
24.0,48.472747802734375,35.85,47.00075912475586,43.831993103027344,22.044191360473633
24.5,48.48347091674805,35.75,47.004234313964844,43.82096862792969,22.033000946044922
25.0,48.469120025634766,36.15,46.97175216674805,43.828369140625,22.02947425842285
25.5,48.439964294433594,36.85,46.97885513305664,43.813716888427734,22.033000946044922
