Time,Temp1,Volt,Temp2,Temp3,Room_Temp
0.0,45.6034049987793,55.07,42.942222595214844,41.394100189208984,21.218503952026367,2.1982975006103516
0.5,45.607032775878906,55.13,42.9494743347168,41.394100189208984,18.425079345703125,4.394781112670898
1.0,45.621681213378906,55.06,42.94962692260742,41.4015007019043,21.509321212768555,6.583940505981445
1.5,45.64007568359375,54.94,42.9426383972168,41.405391693115234,21.50959014892578,8.76390266418457
2.0,45.64020538330078,55.04,42.942771911621094,41.39826965332031,21.439815521240234,10.94379997253418
2.5,45.643829345703125,55.11,42.92101287841797,41.40189743041992,21.465572357177734,13.121885299682617
3.0,45.64775848388672,55.17,42.914066314697266,41.391319274902344,21.510026931762695,15.298006057739258
3.5,45.662410736083984,55.09,42.921470642089844,41.36971664428711,21.466028213500977,17.466800689697266
4.0,45.66614532470703,55.15,42.91795349121094,41.377079010009766,21.47718048095703,19.63372802734375
4.5,45.669925689697266,55.22,42.91810607910156,41.36635208129883,21.525163650512695,21.798765182495117
5.0,45.6954345703125,55.0,42.929115295410156,41.37373733520508,21.668790817260742,23.951047897338867
5.5,45.70281982421875,55.02,42.936492919921875,41.37749481201172,21.643169403076172,26.099637985229492
6.0,45.70298767089844,55.13,42.94029235839844,41.39216613769531,21.783153533935547,28.248144149780273
6.5,45.69237518310547,55.37,42.936927795410156,41.35254669189453,21.625211715698242,30.40195655822754
7.0,45.68136215209961,55.61,42.91866683959961,41.312530517578125,21.58828353881836,32.561275482177734
7.5,45.72151184082031,55.22,42.915306091308594,41.29467010498047,21.533361434936523,34.70051956176758
8.0,45.67815399169922,55.87,42.90458297729492,41.25131607055664,21.47832489013672,36.86144256591797
8.5,45.692657470703125,55.79,42.911834716796875,41.236812591552734,21.585025787353516,39.015113830566406
9.0,45.685707092285156,55.99,42.912132263183594,41.2298583984375,21.577970504760742,41.17226028442383
9.5,45.70758819580078,55.82,42.92676544189453,41.21548843383789,21.467727661132812,43.31846618652344
10.0,45.70396423339844,55.97,42.94489288330078,41.18648147583008,21.581783294677734,45.46648406982422
10.5,45.71147918701172,55.99,42.96691131591797,41.19762420654297,21.861677169799805,47.61074447631836
11.0,45.7188606262207,56.0,42.98154067993164,41.19775390625,22.126720428466797,49.75131416320801
11.5,45.70073318481445,56.34,42.98516845703125,41.17599868774414,21.504919052124023,51.90094757080078
12.0,45.71536636352539,56.26,42.9925537109375,41.18338394165039,21.486656188964844,54.043264389038086
12.5,45.68666458129883,56.73,42.992855072021484,41.147430419921875,21.49064064025879,56.19993209838867
13.0,45.67229461669922,57.01,42.98573303222656,41.10768127441406,21.43926429748535,58.36378479003906
13.5,45.63256072998047,57.62,42.975006103515625,41.06432342529297,21.53875732421875,60.54750442504883
14.0,45.60369110107422,58.09,42.97151184082031,41.01369857788086,21.248226165771484,62.74565887451172
14.5,45.57844543457031,58.52,42.97164535522461,40.93406677246094,21.093830108642578,64.95643615722656
15.0,45.54960632324219,58.99,42.95368576049805,40.897979736328125,21.116077423095703,67.18163299560547
15.5,45.53523635864258,59.28,42.94656753540039,40.8546028137207,21.119890213012695,69.41401481628418
16.0,45.52449035644531,59.53,42.94669723510742,40.83298110961914,21.127382278442383,71.65176963806152
16.5,45.513763427734375,59.77,42.93234634399414,40.80412673950195,21.131214141845703,73.89488792419434
17.0,45.492122650146484,60.16,42.9179573059082,40.75347900390625,21.120290756225586,76.1488265991211
17.5,45.49952697753906,60.18,42.89635467529297,40.71012496948242,21.113082885742188,78.39906311035156
18.0,45.47792053222656,60.56,42.885623931884766,40.68851852416992,21.113235473632812,80.66010284423828
18.5,45.49253845214844,60.49,42.89299392700195,40.69588851928711,21.381938934326172,82.91383361816406
19.0,45.49995803833008,60.51,42.87140655517578,40.67792510986328,21.301166534423828,85.16385459899902
19.5,45.514610290527344,60.44,42.853431701660156,40.67082595825195,21.17254638671875,87.40654945373535
20.0,45.53285217285156,60.32,42.846290588378906,40.66368865966797,21.22416877746582,89.64012336730957
20.5,45.540252685546875,60.34,42.83556365966797,40.66746139526367,21.23168182373047,91.86999702453613
21.0,45.558528900146484,60.22,42.81395721435547,40.67123794555664,21.29070281982422,94.09073257446289
21.5,45.58753204345703,59.97,42.81758499145508,40.66398620605469,21.17664337158203,96.29696655273438
22.0,45.59852600097656,59.94,42.80682373046875,40.63509750366211,21.18779754638672,98.4977035522461
22.5,45.587928771972656,60.19,42.82522964477539,40.638999938964844,21.36836814880371,100.70373916625977
23.0,45.57342529296875,60.48,42.832481384277344,40.64262771606445,21.342613220214844,102.91702651977539
23.5,45.551822662353516,60.86,42.821754455566406,40.63552474975586,21.236064910888672,105.14111518859863
24.0,45.573726654052734,60.7,42.83278274536133,40.639305114746094,21.357633590698242,107.35425186157227
24.5,45.584716796875,60.67,42.83652114868164,40.6176643371582,21.195859909057617,109.56189346313477
25.0,45.617496490478516,60.37,42.81854248046875,40.588809967041016,21.254880905151367,111.75314521789551
25.5,45.65013122558594,60.07,42.814918518066406,40.57430648803711,21.012048721313477,113.92807960510254
26.0,45.668426513671875,59.95,42.82233810424805,40.578102111816406,20.927595138549805,116.0938663482666
26.5,45.679412841796875,59.92,42.804325103759766,40.56733703613281,21.093278884887695,118.25415992736816
27.0,45.69059371948242,59.89,42.80099868774414,40.542259216308594,20.920658111572266,120.40886306762695
27.5,45.70509338378906,59.81,42.7973747253418,40.535011291503906,21.07518768310547,122.55631637573242
28.0,45.716087341308594,59.78,42.793861389160156,40.53874969482422,21.14521026611328,124.69827270507812
28.5,45.708980560302734,59.98,42.78313446044922,40.56064987182617,21.193191528320312,126.84378242492676
29.0,45.701847076416016,60.18,42.775997161865234,40.56076431274414,21.211702346801758,128.99285888671875
29.5,45.712890625,60.15,42.75803756713867,40.55368423461914,21.222911834716797,131.13641357421875
30.0,45.731170654296875,60.02,42.76181411743164,40.5647087097168,21.094289779663086,133.2708282470703
30.5,45.73855209350586,60.04,42.772823333740234,40.56846618652344,21.098102569580078,135.40155220031738
31.0,45.73868179321289,60.14,42.75844955444336,40.56859588623047,21.017290115356445,137.53221130371094
31.5,45.7314338684082,60.34,42.769325256347656,40.54684066772461,21.0540828704834,139.66649436950684
32.0,45.735206604003906,60.4,42.76222610473633,40.55786895751953,21.11310577392578,141.79889106750488
32.5,45.72444534301758,60.64,42.7623405456543,40.56161117553711,21.002840042114258,143.9366683959961
33.0,45.73186492919922,60.66,42.77338409423828,40.56177520751953,21.058202743530273,146.07073593139648
33.5,45.73564529418945,60.71,42.78441619873047,40.55830383300781,20.988449096679688,148.20291328430176
34.0,45.7502555847168,60.64,42.81352996826172,40.54753875732422,20.995922088623047,150.32778549194336
34.5,45.772159576416016,60.47,42.82818603515625,40.53318405151367,21.13956642150879,152.44170570373535
35.0,45.779541015625,60.48,42.84281539916992,40.54056930541992,21.04771614074707,154.55193519592285
35.5,45.79042053222656,60.45,42.86094665527344,40.55869674682617,21.077152252197266,156.65672492980957
36.0,45.76154327392578,60.92,42.86107635498047,40.551578521728516,21.099361419677734,158.77595329284668
36.5,45.73633575439453,61.34,42.87574768066406,40.55537414550781,21.180477142333984,160.9077854156494
37.0,45.73646545410156,61.45,42.88313293457031,40.52287292480469,21.36089515686035,163.03955268859863
37.5,45.71847152709961,61.78,42.8905143737793,40.53025817871094,21.357349395751953,165.18031692504883
38.0,45.732975006103516,61.7,42.901390075683594,40.53388214111328,21.419897079467773,167.31382942199707
38.5,45.74747848510742,61.63,42.8905143737793,40.53025817871094,21.52659797668457,169.44009017944336
39.0,45.87828063964844,60.1,42.887168884277344,40.54141616821289,21.29876708984375,171.50094985961914
39.5,45.78401565551758,61.38,42.883544921875,40.54141616821289,21.39443016052246,173.60894203186035
40.0,45.78414535522461,61.48,42.88367462158203,40.548797607421875,21.446075439453125,175.71686935424805
40.5,45.79881286621094,61.41,42.89109420776367,40.54533767700195,21.335866928100586,177.81746292114258
41.0,45.81694412231445,61.28,42.89472198486328,40.577972412109375,21.269638061523438,179.90899085998535
41.5,45.8350715637207,61.16,42.89472198486328,40.592472076416016,21.2218074798584,181.991455078125
42.0,45.828086853027344,61.35,42.90223693847656,40.607242584228516,21.21103858947754,184.07741165161133
42.5,45.838966369628906,61.32,42.90949249267578,40.625370025634766,21.269906997680664,186.15792846679688
43.0,45.824588775634766,61.6,42.898738861083984,40.63999938964844,20.887392044067383,188.2456340789795
43.5,45.81008529663086,61.89,42.898738861083984,40.672630310058594,21.063997268676758,190.34059143066406
44.0,45.73045349121094,62.99,42.906124114990234,40.72714614868164,21.082529067993164,192.4753646850586
44.5,45.748714447021484,62.87,42.89537811279297,40.75265884399414,21.244550704956055,194.60100746154785
45.0,45.75611877441406,62.88,42.8846549987793,40.770938873291016,21.336687088012695,196.72294807434082
45.5,45.766998291015625,62.85,42.8991584777832,40.79631805419922,21.321969985961914,198.839448928833
46.0,45.79267501831055,62.64,42.91395950317383,40.84375,21.267086029052734,200.94311141967773
46.5,45.80717468261719,62.56,42.93208694458008,40.85099792480469,21.222932815551758,203.03952407836914
47.0,45.80005645751953,62.76,42.946720123291016,40.86200714111328,21.153160095214844,205.13949584960938
47.5,45.80381774902344,62.81,42.94685363769531,40.85126495361328,21.16065216064453,207.23758697509766
48.0,45.80031967163086,62.96,42.96148681640625,40.880401611328125,21.16814422607422,209.33742713928223
48.5,45.76030731201172,63.57,42.972232818603516,40.909271240234375,21.168010711669922,211.45727348327637
49.0,45.771461486816406,63.54,42.96888732910156,40.931304931640625,21.16461753845215,213.57154273986816
49.5,45.814971923828125,63.1,42.961631774902344,40.94580841064453,21.175655364990234,215.6640567779541
50.0,45.85496520996094,62.7,42.96537780761719,40.982177734375,21.175769805908203,217.73657417297363
50.5,45.89501953125,62.3,42.980045318603516,41.0113525390625,21.183300018310547,219.78906440734863
51.0,45.86601257324219,62.77,42.983673095703125,41.062110900878906,21.17962074279785,221.85605812072754
51.5,45.851661682128906,63.05,42.98019790649414,41.102142333984375,21.17609405517578,223.9302272796631
52.0,45.8372688293457,63.33,42.998435974121094,41.13125991821289,21.187244415283203,226.01159286499023
52.5,45.826393127441406,63.58,43.0238151550293,41.16751480102539,21.18356704711914,228.09839630126953
53.0,45.84467315673828,63.45,43.031219482421875,41.207550048828125,21.194759368896484,230.1760597229004
53.5,45.85205841064453,63.46,43.031349182128906,41.243934631347656,21.19489288330078,232.25003051757812
54.0,45.84480285644531,63.66,43.031349182128906,41.26568603515625,21.213289260864258,234.32762908935547
54.5,45.863067626953125,63.53,43.01335525512695,41.30207824707031,21.220779418945312,236.3960952758789
55.0,45.86669158935547,63.59,42.991600036621094,41.33833312988281,21.202383041381836,238.46274948120117
55.5,45.910369873046875,63.15,43.00627136230469,41.334877014160156,21.213592529296875,240.50756454467773
56.0,45.93950271606445,62.88,43.01002883911133,41.34225845336914,21.162216186523438,242.5378131866455
56.5,45.957763671875,62.76,43.01378631591797,41.32063293457031,21.158672332763672,244.558931350708
57.0,46.0048942565918,62.27,43.01015853881836,41.29525375366211,21.143953323364258,246.5564842224121
57.5,45.97603988647461,62.73,43.02481460571289,41.25552749633789,21.191936492919922,248.5684642791748
58.0,45.96516418457031,62.96,43.042938232421875,41.23014831542969,21.191936492919922,250.58588218688965
58.5,45.99065399169922,62.75,43.072059631347656,41.21575927734375,21.250919342041016,252.59055519104004
59.0,46.01603698730469,62.53,43.08656311035156,41.201255798339844,21.1846923828125,254.5825366973877
59.5,46.06332015991211,62.04,43.10121154785156,41.19778060913086,21.203243255615234,256.55087661743164
60.0,46.10699462890625,61.59,43.10500717163086,41.2052001953125,21.188695907592773,258.4973793029785
60.5,46.11424255371094,61.59,43.10500717163086,41.2052001953125,21.19237518310547,260.44025802612305
61.0,46.15786361694336,61.14,43.12687301635742,41.194435119628906,21.203527450561523,262.36132621765137
61.5,46.19064712524414,60.83,43.14152908325195,41.20546340942383,21.291982650756836,264.2660026550293
62.0,46.20892333984375,60.7,43.167057037353516,41.234619140625,21.225908279418945,266.1615409851074
62.5,46.23777770996094,60.43,43.1959114074707,41.26347351074219,21.317737579345703,268.04265213012695
63.0,46.270668029785156,60.11,43.22154998779297,41.278236389160156,21.266494750976562,269.9073181152344
63.5,46.310550689697266,59.71,43.22517776489258,41.28911209106445,21.240741729736328,271.75204277038574
64.0,46.3252067565918,59.61,43.2470817565918,41.29289245605469,21.520519256591797,273.58943939208984
64.5,46.332454681396484,59.62,43.25433349609375,41.27476119995117,21.505802154541016,275.4232120513916
65.0,46.31449890136719,59.93,43.269004821777344,41.28218460083008,21.550125122070312,277.265962600708
65.5,46.3073616027832,60.11,43.272743225097656,41.28592300415039,21.487693786621094,279.1122817993164
66.0,46.31460952758789,60.12,43.28361892700195,41.28592300415039,21.46561622619629,280.95497703552246
66.5,46.3182373046875,60.16,43.312625885009766,41.311302185058594,21.539203643798828,282.7958583831787
67.0,46.32216262817383,60.2,43.33830642700195,41.307979583740234,21.539508819580078,284.6347770690918
67.5,46.35116958618164,59.93,43.349185943603516,41.31522750854492,21.550546646118164,286.459192276001
68.0,46.3729248046875,59.75,43.33468246459961,41.31522750854492,21.366580963134766,288.2727298736572
68.5,46.40203857421875,59.48,43.363792419433594,41.34071731567383,21.418203353881836,290.07171058654785
69.0,46.42756652832031,59.25,43.378448486328125,41.373497009277344,21.473546981811523,291.8579273223877
69.5,46.48206329345703,58.66,43.411190032958984,41.39536666870117,21.366962432861328,293.6168956756592
70.0,46.50761413574219,58.42,43.42586135864258,41.43541717529297,21.385530471801758,295.3630886077881
70.5,46.50398635864258,58.56,43.42948913574219,41.464420318603516,21.304584503173828,297.1110954284668
71.0,46.52574157714844,58.37,43.44761657714844,41.50067901611328,21.293546676635742,298.8482246398926
71.5,46.52211380004883,58.5,43.458492279052734,41.50792694091797,21.304584503173828,300.58716773986816
72.0,46.53314208984375,58.45,43.4622688293457,41.5225830078125,21.234830856323242,302.3205966949463
72.5,46.562259674072266,58.17,43.46601104736328,41.529945373535156,21.304853439331055,304.03946685791016
73.0,46.59126663208008,57.9,43.46601104736328,41.511817932128906,21.356361389160156,305.7438335418701
