Time,Temp2,Temp3,Temp4
0.0,43.13134765625,40.93061447143555,38.16988754272461
0.5,43.116676330566406,40.923194885253906,38.16972351074219
1.0,43.109291076660156,40.9085578918457,38.16594314575195
1.5,43.13076400756836,40.90827941894531,38.16566467285156
2.0,43.13425827026367,40.90814971923828,38.183746337890625
2.5,43.144832611083984,40.91147232055664,38.19437026977539
3.0,43.15557861328125,40.90771484375,38.19424057006836
3.5,43.16252899169922,40.907413482666016,38.19758224487305
4.0,43.183982849121094,40.8853645324707,38.21185302734375
4.5,43.205604553222656,40.8598518371582,38.2190055847168
5.0,43.223453521728516,40.85956954956055,38.22236633300781
5.5,43.197898864746094,40.84851837158203,38.22583770751953
6.0,43.17951202392578,40.83375930786133,38.23286437988281
6.5,43.19023895263672,40.83723449707031,38.258216857910156
7.0,43.19354248046875,40.82603454589844,38.26882553100586
7.5,43.18978500366211,40.83315658569336,38.28326416015625
8.0,43.167903900146484,40.825775146484375,38.28677749633789
8.5,43.16399383544922,40.854496002197266,38.31563949584961
9.0,43.15294647216797,40.865203857421875,38.31182861328125
9.5,43.159934997558594,40.8830680847168,38.32249069213867
10.0,43.1705322265625,40.890037536621094,38.329498291015625
10.5,43.19573974609375,40.88261795043945,38.31111145019531
11.0,43.20269012451172,40.91132354736328,38.30716323852539
11.5,43.242462158203125,40.92208480834961,38.310691833496094
12.0,43.278564453125,40.93281173706055,38.303253173828125
12.5,43.28549575805664,40.950618743896484,38.32115173339844
13.0,43.29973602294922,40.96485900878906,38.306312561035156
13.5,43.328460693359375,40.97182846069336,38.3060302734375
14.0,43.35004425048828,40.971656799316406,38.31678771972656
14.5,43.3679084777832,40.989524841308594,38.30195236206055
15.0,43.38951110839844,41.000247955322266,38.31637191772461
15.5,43.4111328125,41.01824951171875,38.330814361572266
16.0,43.42169189453125,41.028804779052734,38.33777618408203
16.5,43.425052642822266,41.03579330444336,38.32294464111328
17.0,43.4212760925293,41.02838897705078,38.330078125
17.5,43.41007995605469,41.03894805908203,38.35161590576172
18.0,43.39531707763672,41.0386848449707,38.39142990112305
18.5,43.41314697265625,41.03838348388672,38.40205764770508
19.0,43.42024230957031,41.052734375,38.412837982177734
19.5,43.438255310058594,41.07075119018555,38.4127197265625
20.0,43.459861755371094,41.08872604370117,38.39799880981445
20.5,43.48479461669922,41.09190368652344,38.382972717285156
21.0,43.5136604309082,41.099021911621094,38.36826705932617
21.5,43.538761138916016,41.09873962402344,38.37527084350586
22.0,43.55672073364258,41.10944747924805,38.36052322387695
22.5,43.59271240234375,41.13819122314453,38.37847900390625
23.0,43.58168411254883,41.156166076660156,38.403831481933594
23.5,43.621246337890625,41.170352935791016,38.40715026855469
24.0,43.64999008178711,41.19184112548828,38.428749084472656
24.5,43.678863525390625,41.20621109008789,38.43954849243164
25.0,43.72205352783203,41.23489761352539,38.4683723449707
25.5,43.72903823852539,41.241886138916016,38.489967346191406
26.0,43.750640869140625,41.248985290527344,38.497100830078125
26.5,43.75413513183594,41.252479553222656,38.51154327392578
27.0,43.757442474365234,41.24853515625,38.50029373168945
27.5,43.778926849365234,41.27364730834961,38.52553176879883
28.0,43.804161071777344,41.269874572753906,38.51445007324219
28.5,43.811092376708984,41.27680969238281,38.535987854003906
29.0,43.814453125,41.28016662597656,38.532081604003906
29.5,43.8251953125,41.29453659057617,38.53923416137695
30.0,43.82487869262695,41.32322311401367,38.5789909362793
30.5,43.828392028808594,41.35936737060547,38.626243591308594
31.0,43.84984588623047,41.36994552612305,38.64051055908203
31.5,43.87854766845703,41.37689208984375,38.647499084472656
