Time,Temp1,Volt,Temp2,Temp3,Room_Temp,Integral_Value
0.0,43.71403121948242,70,39.921287536621094,39.374786376953125,21.571269989013672,3.142984390258789
0.5,43.72853469848633,70,39.895782470703125,39.34199905395508,21.56391143798828,6.278717041015625
1.0,43.74320602416992,70,39.88866424560547,39.367671966552734,21.575119018554688,9.407114028930664
1.5,43.74696350097656,70,39.89973068237305,39.41152572631836,21.571575164794922,12.533632278442383
2.0,43.71809387207031,70,39.921722412109375,39.45173645019531,21.575387954711914,15.674585342407227
2.5,43.721866607666016,70,39.96194839477539,39.49560546875,21.57185935974121,18.81365203857422
3.0,43.7183723449707,70,39.994869232177734,39.53581237792969,21.575674057006836,21.954465866088867
3.5,43.740257263183594,69.25,39.98771667480469,39.57602310180664,21.550052642822266,25.08433723449707
4.0,43.7438850402832,70,39.95128631591797,39.601524353027344,21.54637336730957,28.21239471435547
4.5,43.747806549072266,70,39.90422058105469,39.612754821777344,21.539318084716797,31.338491439819336
5.0,43.740692138671875,70,39.915283203125,39.60924530029297,21.52841567993164,34.4681453704834
5.5,43.7516975402832,70,39.929988861083984,39.60209274291992,21.513832092285156,37.5922966003418
6.0,43.74822235107422,70,39.94835662841797,39.60588455200195,21.506624221801758,40.71818542480469
6.5,43.741085052490234,70,39.97032928466797,39.591426849365234,21.49938201904297,43.84764289855957
7.0,43.715877532958984,70,39.959571838378906,39.6025276184082,21.48483657836914,46.98970413208008
7.5,43.72312927246094,70,39.94499969482422,39.59159851074219,21.47747802734375,50.12813949584961
8.0,43.74863815307617,69.32,39.963348388671875,39.59901428222656,21.470252990722656,53.25382041931152
8.5,43.76328659057617,70,39.97806930541992,39.58094787597656,21.463045120239258,56.37217712402344
9.0,43.78517532348633,70,39.970916748046875,39.602943420410156,21.448461532592773,59.47958946228027
9.5,43.81431579589844,66.75,39.985626220703125,39.59943389892578,21.444917678833008,62.572431564331055
10.0,43.84707260131836,64.0,39.9711799621582,39.58134460449219,21.43769073486328,65.64889526367188
10.5,43.88710403442383,58.5,39.97132873535156,39.55235290527344,21.43048667907715,68.70534324645996
11.0,43.908973693847656,70,40.00059127807617,39.53060531616211,21.437959671020508,71.75085639953613
11.5,43.9308967590332,70,40.015262603759766,39.51255798339844,21.43077278137207,74.78540802001953
12.0,43.94902038574219,70,40.04426574707031,39.505271911621094,21.43813133239746,77.81089782714844
12.5,43.96004867553711,70,40.04079055786133,39.49085235595703,21.430925369262695,80.83087348937988
13.0,43.99279022216797,63.91,40.05902862548828,39.50189208984375,21.44207763671875,83.8344783782959
13.5,44.01469802856445,70,40.080936431884766,39.549407958984375,21.445907592773438,86.82712936401367
14.0,44.03660202026367,70,40.117340087890625,39.56413269042969,21.453420639038086,89.80882835388184
14.5,44.06922912597656,63.88,40.1681022644043,39.55684280395508,21.45709991455078,92.77421379089355
15.0,44.08384704589844,70,40.19721603393555,39.53874206542969,21.468250274658203,95.73229026794434
15.5,44.10939407348633,69.08,40.22639083862305,39.50611877441406,21.46474266052246,98.67759323120117
16.0,44.11677551269531,70,40.277278900146484,39.498966217041016,21.479595184326172,101.61920547485352
16.5,44.145912170410156,66.58,40.29191589355469,39.46266555786133,21.46868896484375,104.54624938964844
17.0,44.13881301879883,70,40.302940368652344,39.4227409362793,21.468843460083008,107.47684288024902
17.5,44.17155075073242,64.21,40.33930969238281,39.433780670166016,21.468955993652344,110.39106750488281
18.0,44.19708251953125,69.39,40.37571334838867,39.45579528808594,21.472789764404297,113.29252624511719
18.5,44.20087432861328,70,40.41939163208008,39.474178314208984,21.491355895996094,116.19208908081055
19.0,44.204620361328125,70,40.47389221191406,39.47065353393555,21.50251007080078,119.08977890014648
19.5,44.200992584228516,70,40.51014709472656,39.47429656982422,21.495149612426758,121.98928260803223
20.0,44.20854568481445,70,40.553955078125,39.507389068603516,21.499135971069336,124.885009765625
20.5,44.2121696472168,70,40.57208251953125,39.47460174560547,21.491777420043945,127.7789249420166
21.0,44.2122802734375,70,40.58306884765625,39.46013641357422,21.5029296875,130.67278480529785
21.5,44.230560302734375,70,40.58684539794922,39.456642150878906,21.510440826416016,133.55750465393066
22.0,44.237979888916016,70,40.626895904541016,39.438594818115234,21.51797103881836,136.43851470947266
22.5,44.24171829223633,70,40.65238571166992,39.40227508544922,21.52176284790039,139.3176555633545
23.0,44.249122619628906,70,40.68154525756836,39.38056945800781,21.51823616027832,142.19309425354004
23.5,44.249267578125,70,40.707069396972656,39.39164733886719,21.511030197143555,145.06846046447754
24.0,44.27827453613281,69.26,40.73244857788086,39.40986251831055,21.51470947265625,147.92932319641113
24.5,44.28926467895508,70,40.73981857299805,39.380836486816406,21.511144638061523,150.7846908569336
25.0,44.27145767211914,70,40.7800178527832,39.395729064941406,21.515148162841797,153.64896202087402
25.5,44.27508544921875,70,40.8271484375,39.42487716674805,21.50779151916504,156.51141929626465
26.0,44.28984832763672,70,40.84916687011719,39.47614669799805,21.508058547973633,159.3664951324463
26.5,44.28984832763672,70,40.878173828125,39.436073303222656,21.500699996948242,162.22157096862793
27.0,44.30084228515625,70,40.91816711425781,39.48354721069336,21.511852264404297,165.0711498260498
27.5,44.31926727294922,70,40.97285079956055,39.505706787109375,21.512155532836914,167.9115161895752
28.0,44.348270416259766,70,41.001853942871094,39.51299285888672,21.512155532836914,170.7373809814453
28.5,44.37738800048828,70,41.023719787597656,39.491249084472656,21.51595115661621,173.54868698120117
29.0,44.428314208984375,54.21,41.020263671875,39.50234603881836,21.516122817993164,176.33452987670898
