Time,Temp1,Volt,Temp2,Temp3,Room_Temp,Integral_Value
0.0,48.97685241699219,70,46.09813690185547,43.00913619995117,22.401235580444336,700.5115737915039
0.5,48.95872497558594,48.32,46.06188201904297,42.99101257324219,22.404916763305664,701.0322113037109
1.0,48.95147705078125,40.51,46.00749969482422,42.994632720947266,22.39755630493164,701.5564727783203
1.5,48.936973571777344,45.95,45.91323471069336,43.00551223754883,22.39755630493164,702.0879859924316
2.0,48.90434265136719,59.46,45.88422775268555,43.041770935058594,22.39019775390625,702.635814666748
2.5,48.871578216552734,59.91,45.851463317871094,43.07426452636719,22.386384963989258,703.2000255584717
3.0,48.878963470458984,30.7,45.79721450805664,43.074398040771484,22.39755630493164,703.7605438232422
3.5,48.88245391845703,33.52,45.77532958984375,43.103271484375,22.41581916809082,704.3193168640137
4.0,48.893333435058594,28.06,45.77170181274414,43.09964370727539,22.40110206604004,704.8726501464844
4.5,48.89695739746094,33.31,45.77170181274414,43.07063674926758,22.390064239501953,705.4241714477539
5.0,48.91508483886719,22.61,45.77532958984375,43.02713394165039,22.379026412963867,705.9666290283203
5.5,48.911460876464844,38.46,45.77532958984375,43.00537872314453,22.379026412963867,706.5108985900879
6.0,48.911460876464844,35.85,45.80432891845703,42.990875244140625,22.379026412963867,707.0551681518555
6.5,48.897090911865234,46.45,45.79358673095703,42.97650909423828,22.379161834716797,707.6066226959229
7.0,48.889705657958984,41.47,45.760826110839844,43.016258239746094,22.379026412963867,708.1617698669434
7.5,48.87882995605469,44.14,45.71731948852539,43.00175476074219,22.386384963989258,708.722354888916
8.0,48.86445999145508,46.84,45.670318603515625,43.02001190185547,22.39019775390625,709.2901248931885
8.5,48.86445999145508,36.43,45.612308502197266,43.01276397705078,22.39019775390625,709.8578948974609
9.0,48.82807159423828,63.24,45.568668365478516,43.00175476074219,22.379026412963867,710.4438591003418
9.5,48.889705657958984,0,45.492530822753906,43.02350616455078,22.375347137451172,710.9990062713623
10.0,48.78832244873047,70,45.46003723144531,43.01276397705078,22.371801376342773,711.6048450469971
10.5,48.777313232421875,45.39,45.391014099121094,43.012630462646484,22.36798858642578,712.2161884307861
11.0,48.76643753051758,45.43,45.336631774902344,43.012630462646484,22.371667861938477,712.8329696655273
11.5,48.759185791015625,42.89,45.296749114990234,43.02713394165039,22.371667861938477,713.4533767700195
12.0,48.78107452392578,21.53,45.25699996948242,43.074398040771484,22.360763549804688,714.0628395080566
12.5,48.73756408691406,69.48,45.249752044677734,43.110652923583984,22.357084274291992,714.6940574645996
13.0,48.73394012451172,40.58,45.249752044677734,43.132408142089844,22.36812400817871,715.3270874023438
13.5,48.72655487060547,43.41,45.24961853027344,43.15765380859375,22.364309310913086,715.963809967041
14.0,48.73017883300781,35.4,45.238739013671875,43.18303298950195,22.353271484375,716.5987205505371
14.5,48.73380661010742,35.38,45.238739013671875,43.212039947509766,22.371667861938477,717.2318172454834
15.0,48.73394012451172,37.94,45.21349334716797,43.252052307128906,22.357084274291992,717.8648471832275
15.5,48.73756408691406,35.39,45.18811798095703,43.215797424316406,22.353404998779297,718.4960651397705
16.0,48.723060607910156,48.72,45.155487060546875,43.20854568481445,22.357084274291992,719.1345348358154
16.5,48.719303131103516,40.98,45.108219146728516,43.17578125,22.364309310913086,719.7748832702637
17.0,48.719303131103516,38.28,45.093719482421875,43.0923957824707,22.364309310913086,720.4152317047119
17.5,48.69029998779297,59.65,45.086463928222656,43.09964370727539,22.353271484375,721.0700817108154
18.0,48.6649169921875,57.31,45.07558822631836,43.085140228271484,22.36063003540039,721.7376232147217
18.5,48.66505432128906,38.8,45.08297348022461,43.041770935058594,22.360763549804688,722.4050960540771
19.0,48.67579650878906,31.02,45.07921600341797,43.009002685546875,22.349592208862305,723.0671977996826
19.5,48.6649169921875,46.85,45.02482986450195,42.95099639892578,22.349592208862305,723.7347393035889
20.0,48.66854476928711,36.3,44.9921989440918,42.914737701416016,22.349592208862305,724.4004669189453
20.5,48.67217254638672,36.29,44.9704475402832,42.878482818603516,22.34591293334961,725.064380645752
21.0,48.69029998779297,25.6,44.92694091796875,42.878482818603516,22.342233657836914,725.7192306518555
21.5,48.69755172729492,33.44,44.87980651855469,42.87123489379883,22.36063003540039,726.370454788208
22.0,48.71567916870117,25.38,44.82904815673828,42.85673141479492,22.349592208862305,727.0126152038574
22.5,48.741058349609375,19.88,44.84355163574219,42.838600158691406,22.356952667236328,727.6420860290527
23.0,48.74817657470703,33.09,44.879676818847656,42.842098236083984,22.353137969970703,728.2679977416992
23.5,48.72655487060547,54.2,44.90518569946289,42.81684875488281,22.34591293334961,728.9047203063965
24.0,48.71205139160156,49.2,44.90155792236328,42.85673141479492,22.34591293334961,729.5486946105957
24.5,48.69379425048828,52.14,44.88692855834961,42.881980895996094,22.345779418945312,730.2017974853516
25.0,48.69016647338867,41.57,44.88330078125,42.88560485839844,22.342100143432617,730.8567142486572
25.5,48.69016647338867,38.96,44.92680740356445,42.86384963989258,22.338420867919922,731.5116310119629
26.0,48.683048248291016,44.23,44.930564880371094,42.81684875488281,22.327516555786133,732.1701068878174
26.5,48.679290771484375,41.85,44.97031784057617,42.80583953857422,22.33106231689453,732.8304615020752
27.0,48.69379425048828,28.47,44.952186584472656,42.780460357666016,22.320024490356445,733.483564376831
27.5,48.69755172729492,36.25,44.97407150268555,42.72621154785156,22.323837280273438,734.1347885131836
28.0,48.704803466796875,33.66,44.9559440612793,42.664573669433594,22.320158004760742,734.7823867797852
