Time,Temp2,Temp3,Temp4
0.0,42.87657165527344,41.2378044128418,38.31462860107422
0.5,42.85844039916992,41.2269287109375,38.307342529296875
1.0,42.85858917236328,41.208946228027344,38.318424224853516
1.5,42.84421920776367,41.22358322143555,38.3331298828125
2.0,42.82609176635742,41.20907974243164,38.362274169921875
2.5,42.84784698486328,41.2308349609375,38.373207092285156
3.0,42.86614227294922,41.227378845214844,38.373374938964844
3.5,42.86627197265625,41.24201202392578,38.399009704589844
4.0,42.87715148925781,41.24201202392578,38.399009704589844
4.5,42.86640548706055,41.23488998413086,38.40279006958008
5.0,42.84465026855469,41.22764205932617,38.413719177246094
5.5,42.84495544433594,41.21343994140625,38.428592681884766
6.0,42.84117889404297,41.20966339111328,38.45394515991211
6.5,42.84857940673828,41.21343994140625,38.475955963134766
7.0,42.88121032714844,41.22793960571289,38.46867370605469
7.5,42.88862991333008,41.23535919189453,38.47248077392578
8.0,42.892364501953125,41.2354736328125,38.49809646606445
8.5,42.8852653503418,41.246498107910156,38.51646423339844
9.0,42.89961624145508,41.257225036621094,38.53453063964844
9.5,42.90339279174805,41.268253326416016,38.552894592285156
10.0,42.89990234375,41.272010803222656,38.58218002319336
10.5,42.903526306152344,41.275638580322266,38.593109130859375
11.0,42.91817855834961,41.275787353515625,38.62969207763672
11.5,42.921974182128906,41.265079498291016,38.66993713378906
12.0,42.903846740722656,41.265079498291016,38.72459030151367
12.5,42.892967224121094,41.26145553588867,38.77923583984375
13.0,42.903953552246094,41.26881408691406,38.83399963378906
13.5,42.91498565673828,41.27621841430664,38.866943359375
14.0,42.92948913574219,41.294349670410156,38.90337371826172
14.5,42.95501708984375,41.30537414550781,38.93267059326172
15.0,42.987796783447266,41.316402435302734,38.972900390625
15.5,43.01679992675781,41.32727813720703,38.980186462402344
16.0,43.02042770385742,41.34540557861328,38.9984016418457
16.5,43.02422332763672,41.33470153808594,39.02043533325195
17.0,43.02070999145508,41.33843994140625,39.02054977416992
17.5,43.00983428955078,41.3311882019043,39.024192810058594
18.0,43.00998306274414,41.34221649169922,39.04620361328125
18.5,43.01361083984375,41.353092193603516,39.04620361328125
19.0,43.01374053955078,41.37497329711914,39.06090545654297
19.5,43.01388931274414,41.3751220703125,39.09020233154297
20.0,43.01388931274414,41.371498107910156,39.09748840332031
20.5,43.028560638427734,41.39704895019531,39.115875244140625
21.0,43.05393981933594,41.40792465209961,39.145023345947266
21.5,43.08309555053711,41.422576904296875,39.16703414916992
22.0,43.08309555053711,41.422576904296875,39.20346450805664
22.5,43.06508255004883,41.41543960571289,39.232730865478516
23.0,43.05073165893555,41.40834045410156,39.23288345336914
23.5,43.039852142333984,41.397464752197266,39.262027740478516
24.0,43.03635787963867,41.41572189331055,39.27308654785156
24.5,43.04740524291992,41.4267692565918,39.3096923828125
25.0,43.058284759521484,41.42314529418945,39.32790756225586
25.5,43.06205749511719,41.42329406738281,39.379066467285156
26.0,43.130943298339844,41.42329406738281,39.39728546142578
26.5,43.076690673828125,41.441551208496094,39.42655944824219
27.0,43.094818115234375,41.44517517089844,39.441131591796875
27.5,43.13498306274414,41.44546127319336,39.44870376586914
28.0,43.1458625793457,41.47084045410156,39.44870376586914
28.5,43.20749282836914,41.47808837890625,39.48149490356445
